userName,score,at,Ulasan,Sentimen Widi,Sentimen Nanda,"Sentimen Dra. UMI KOLISOH, M.Pd",Sentimen,Keterangan:
Dewa Pindi,1,2021-12-05 2:49:00,MyXL tolong minta perhatiannya sudah dari bulan Juli sampai desember poin saya tidak ad penambahan. Masalahnya saya tetep beli paketnya di myXL.... Untuk masalah ini tolong kejelasannya.,3,3,3,0,
Dezie Widiantoro,5,2021-12-05 23:14:00,"Pada aplikasi ditambahkan menu layanan untuk xlhome, baik pengaduan, pemeliharaan, dan ulasan. Sehingga jika kita ingin melakukan pengaduan atau layanan apapun bisa melalui 1 aplikasi (myXL) tanpa harus melakukan panggilan telefon.",3,3,3,0,
Faruq Donahue,1,2021-12-05 22:14:00,"Pengen perpanjang paket data yg harga 69000, sy isi pulsa, dan dipaksa sy ada 74000, masa tau2 besok nya lenyap tinggal 24.000 yg 50.000 kemana??? Padahal ngak ada riwayat transaksi sama sekali di aplikasi xl nya. Tolong lah balikin pulsa sya",1,1,1,-1,
Aris Fadillah Yuliawan,1,2021-12-05 1:47:00,Saya diberi Kartu Satu XL sbg pelanggan setia xl home 25.000 dapat 15 Gb sebulan. saya sdh menggunakan XL home selama 3 thn. habis ga habis kuota 15 GB akan hangus bulan depan kuotanya.. bulan pertama sisa kuota 11 GB hangus jadi awal bulan kembali 15 GB. bulan kedua sisa 600 MB & parahnya di tgl 1 Des kuota dulu ga hangus dan tdk ditambah .. saya menghubungi Gangguan 820 dan di trima dgn nomer pengaduan C26373.. dijanjikan paling cepat 1 x 24 paling lama 3x24 jam sampai 5x24 ga ditambah parah,3,3,3,0,
Dedi Elwanto,1,2021-12-05 17:54:00,"Tolong setelah update kok makin error saja, terutama saat maen game online sinyal nya error,ping ny pun merah , tlng di perbaiki jaringan nya,jika tidak para pelanggan akan pindah ke operator lain...",3,3,3,0,
Moelyadi,3,2021-12-05 10:20:00,"Aplikasi myXL sangat membantu dalam informasi sisa pulsa serta info kuota paket yg tersisa dan fasilitas lainnya,semoga kedepannya aplikasi myXL banyak program2 Discount,Bonus serta Promo2 yg memberikan kemudah2 dalam pelayanan untuk penguna layanan XL,ini sangat penting dan perlu diingat bahwa XL dapat berkembang dan maju hingga kini karena pelanggan setia penguna XL, jadi utamakan pelanggan dan berikan pelayanan prioritas ke pelanggan jangan melihat Kasta atau Status Sosial Nya.Salam Mulyadi",2,2,2,1,
gilang yusuf gumelar,4,2021-12-05 0:20:00,"Aplikasi ini sangat mambantu saya dengan baikk, namun ada satu hal yang menurut saya kurang yaitu pembayaran via Bank hanya bisa satu bank, jadi tolong tambah lagi pembayaran via banknya ya jangan cuma ke satu bank saja devploper terimkasih",2,2,2,1,
Septiana Mona,1,2021-12-04 0:47:00,"Sudah lama pakai myXL, tapi beberapa hari ini waktu dipakai aplikasinya gak merespon. Setelah diperbarui juga gak ada perubahan, setiap mau transaksi pembelian kuota pasti aplikasinya gak merespon trus langsung keluar sendiri. Sudah di coba beberapa kali juga masih sama. Mohon diperbaiki.",3,3,3,0,
Nounna Tv,3,2021-12-03 6:51:00,"Selalu ada tulisan maaf my xl tidak menanggapi, akhirnya terpaksa saya keluar, dan itu bagaimana tanggapan dari developer perusahaan xl, kenapa tidak konsisten dengan masalah masalah seperti ini, sekecil apapun masalahnya, bisa berdampak buruk bagi pengguna, ingat itu. Dan satu lagi, saya punya bonus scan tapi tidak bisa di pake, udah 2x beli voucer, semua bonus scan tidak bisa di aktifkan,",1,1,1,-1,
Salsabila Zahratul,1,2021-12-03 5:31:00,"halo, ini kenapa gabisa dibuka app xl nya?? udah minta bantuan tanggepan nya lelet bgt, nunggu kepotong trus pulsa nya, ada apasi sma xl? bales ulasan make link bukan nya bales sesuai kritikan, gimna si ini hadeuh cape bgt, update aja trus tapi gaada feedback ke pengguna!",1,1,1,-1,
silvia eva,1,2021-12-03 4:51:00,"Payahhhhh bangeeetttttt Setiap mau beli paket tulisanya terjadi kesalahan terus, mana beli paketnya harus lewat aplikasi lagi, mending klo app nya normal ini app nya bobrok bgt!!!!!!!",1,1,1,-1,
Blegedes Team,1,2021-12-03 4:39:00,"Ini sih bukan perbaikan.. Malah semakin BURUK.... BANYAK YG GA KEBUKANYA. apakah sudah Diuji terlebih dulu sblm di sebarkan? Dan anehnya jaringan internet sekarang2 hampir sama dengan provider simerah sinyal full tp internet off, apakah jaringan pesaing berat XL ini 1 tower, saling numpang pemancar gitu..? Penyakitnya bisa sama gini.. Saya aktifin kuota XL dan Simerah, dua2nya penyakitnya sama, saingan harus menyamai yaaahh ðŸ¤”ðŸ¤”",1,1,1,-1,
ARGaming,2,2021-12-03 4:39:00,makin lama kq makin gak jelas gini seh jaringan nya? buat masuk aplikasi My XL aja gak bisa! tolong lah diperkuat lagi jaringan nya meskipun hujan badai ttp stay gitu. saya pengguna lama loh dikartu XL ini.,3,3,3,0,
Daffario Raissadewa,1,2021-12-03 4:09:00,"Aplikasi apa ini setelah update/sebelum update masa saya gak bisa cek kouta padahal masih banyak pulsanya.Dan juga di aplikasi ada tulisan ""GAGAL MEMUAT DATA COBA LAGI"" Kenapa ini tolong di jawabðŸ˜¡",1,1,1,-1,
Anis Sitiaisyah,1,2021-12-03 4:06:00,Seharusnya saya baca dulu ulasan yang lain. Saya dapat bonus xtra kuota yg harus diklaim dari aplikasi myXL ini. Saya mau klaim 30 menit setelah isi pulsa. Tapi yg terjadi hanyalah HARAPAN PALSU. BONUS TIDAK BISA DI KLAIM SELALU MUNCUL NOTIF KESALAHAN SAAT MAU KONFIRMASI. Saya pikir dgn laporan kinerja baik XL awal tahun menjadikannya lbh baik tapi kenyataannya malah membuat PERUSAHAAN INI SEMAKIN TULI KRITIK !!,1,1,1,-1,
Harris maryanto andriansyah,1,2021-12-03 4:05:00,"sistim bokbrok sekali , sebelum di update bagus'' ajah bisa masuk apk , kenapa setelah versi teranyar malah gak ada kuotaðŸ˜‚ jelas'' kuota banyak ttep ngotot maaf kuota anda habis ,gila memang AUTO HAPUSSS GAK GUNAA BGSD!!!!!!!",1,1,1,-1,
robert budianto,5,2021-12-03 4:01:00,"XL sudah bagus jaringannya dan bisa dipakai di seluruh pelosok daerah , center call nya ramah dan dijawab dengan jelas dan mudah dimengerti , Security buka account nya sangat teliti ,dan produk XL terus update dan masih menunggu 5G .",2,2,2,1,
sad boy,1,2021-12-03 3:37:00,"Kenapa ngambil bonus kuota harus lewat apk my XL, Bayangin lu isi pulsa trus dapet bonus,ngambil nya di my XL otomatis kan lu aktifin data, dan lu tau kan apa yg terjadi,,,,,,,, yap,, pulsa anda terpotong,,, gak jadi beli kuota, ,,,, kan sesat sekali",1,1,1,-1,
Danang Yoga,1,2021-12-03 2:23:00,Meski sinyal bagus tetapi pemotongan pulsa yang terus berjalan meski tidak menggunakan layanan internet menjadi satu hal yang sangat merugikan customer XL. Belum tau kedepannya apakah masih menggunakan operator XL apa tidak. karena operator lain tidak akan memotong pulsa ketika saya menggunakan XL untuk berinternet.,3,3,3,0,
zulfan Achmad Rifani,1,2021-12-03 17:13:00,"Buat main game lemot gabisa masuk dalam permainan FF aku menggunakan xl unlimited, buruksekali baru kali ini bawa game ff gabisa masuk lobby pake jaringan kentang !!!!!!!!!!",1,1,1,-1,
Hadi Mustamin,5,2021-12-03 15:47:00,Allhamdulillah ada perubahan tolong dikembangkan dalam mengolah jaringan...! Segala bentuk ucapan terkadang menyakiti perasaan orang tanpa kita sadari tapi dikala penyesalan itu datang persaan jdi sedu sedan ingin rasanya menghukum diri sendiri dari apa yg kita ucapkan tadi.Maaf beribu maaf dik Maya...,2,2,2,1,
vicky sutandi,1,2021-12-03 15:35:00,"Ini kenapa sudah 2 Minggu signal xl gk bagus,, susah jadi buat mobile,, Bikin orang jadi susah buat keperluan sehari-hari,, Harus ganti kartu seperti nya XL susah sangat buruk",1,1,1,-1,
leni nursela,1,2021-12-03 15:27:00,"tolong dong kuota malam nya jgn banyakÂ² lahh, hrusnya ditaruh di 24 jam semua jaringan aja, soalnya buat sekolah dll... sayang kuota malam nya lah masih bnyk bgt tpi g ke pakai, lgian sapa yg mau pakai? mungkin hny sebagian org saja yg pakai, wktu tidur masa suruh bangun tengah mlm ?mohon kebijakannya.",3,3,3,0,
Marlaba Torus,5,2021-12-03 15:25:00,"Saya pelanggan XL setia, Kasih Bonus yang banyak dongðŸ˜ðŸ˜. sayati-ganti nomor karena hilang sama hpnya. kalau bisa, apakah pihak xl bisa melacak keberadaan hp saya?. Terimakasih ðŸ™ðŸ™ðŸ™",3,3,3,0,
Reza Gaming 23,2,2021-12-03 12:59:00,"Di solo jawa tengah xl sering terjadi gangguan terkadang sinyal gak muncul sama sekali,kuota xl masih banyak pulsa juga ada. Dimohon dari pihak xl segera memperbaiki jaringan dikarena mengganggu aktivitas kerjaan",3,3,3,0,
yudi gumbira,1,2021-12-03 12:47:00,"Jatuh tempo katanya tgl 22 jun 21, diisi pulsa 25rb tgl 15 jun 21 kenapa jatuh temponya tgl 15 juli 21 ??? Katanya isi pulsa 25rb masa aktif 30 hari?? Tgl yg sama tgl 15 jun 21 pulsa ditambah lagi 25rb kenapa masa aktifnya tetap???? (Tgl 15 juli 21) Tgl 3/12/2021 isi pulsa 100.000 ko masa aktifnya 30 hari? Isi pulsa 30.000 juga 30 hari Isi banyak-banyak RUGII8II",1,1,1,-1,
Layli anggraini,1,2021-12-03 12:17:00,"sudah 5 hari ini di jawa timur jaringan xl sangat susah , saya kira problem hp ternyata jaringan , tolong segera dibenah i !!!, kalau seperti ini terus customer bisa pindah ke sebelah saja tidak ada perbaikan !!!!",1,1,1,-1,
Magda Rahardjo,2,2021-12-03 11:44:00,Harga paketan murah dan sesuai. Tapi sekarang saya sangat kecewa dengan signalnya ...dulu lancar jaya...tapi makin kesini semakin buruk... parah..bahkan hilang. Tolong dong xl di perbaiki...sebelum kami para pengguna xl berpindah ke provider lain...,3,3,3,0,
Rosalia Pesik,1,2021-12-03 0:38:00,Aneh banget saya bikin paket kemarin yg 7 hari 11 Gb.. trus bsoknya saya tambah paket yg 7 hari juga tapi yg cuma 3 Gb aja. tapi pas buka apk Myxl malah paket saya 7gb kehapus atau paket saya yg 11Gb hilang gitu aja pas tambah paket 3Gb.. Hiissss,3,3,3,0,
Santri edan,1,2021-12-02 5:39:00,Ini kenapa sih kok jadi susah... Mau lihat sisa data aja gk keluar2.. Tadi aja bisa masih 11gb.. Sekarang muncul tulisan gagal memuat data. Gitu terus.. Pdhal sudah di update,1,1,1,-1,
Taufikurrohman,1,2021-12-02 4:32:00,"Sebelumnya mohon maaf, saya dari dulu selalu memberikan bintang lima karena saya puas dengan layanannya. Tapi makin kesini kok makin aneh rasanya, bonusnya ga bisa di klaim padahal udah memenuhi syarat, dan sekarang point my xl nya udah ga ada.",3,3,3,0,
Sukron Hamdani,2,2021-12-02 3:23:00,"Udah lama pake, tapi jaringan jarang banget stabil, apalagi malam, saat main game, terkadang 4G/sinyalnya(darurat) tiba2 hilang, bukan tambah connect malah AFK. Trimakasih",3,3,3,0,
Naa Inn,1,2021-12-02 3:01:00,"Beli kuota 30gb yang masuk cuma 13gb. Setelah komplen lama banget prosesnya. Ditunggu berminggu minggu baru masuk yang 6gb, 11gb ga ada sampe skarang. Saya komplen lagi, saya kirim hasil ss dan sudah jelas disitu jumlah kuota yang masuk tidak sesuai malah jawabnya kuotanya sudah sesuai. Baru tau saya ternyata selama ini 13+6=30. Bukanmaen.",1,1,1,-1,
Asmif JR,1,2021-12-02 19:16:00,"Hay semua pelanggan Xl sekarang xl udah mulai lemah pindah ke kartu as bang abang banyak promo super diskon wow rata""jawa timur sekarang udh pindah di kartu as sinyal ok no lag siap tempur.....Xl promo diskon di gedein sinyal lemah....semenjak bagi 2 dgn exsis sinyal mulai memburuk sinyal Xl sekarang paling buruk",1,1,1,-1,
maz_ ThoN,1,2021-12-02 17:44:00,"Malah semakin parah jaringan,hilang hilang mulu,..tau tau hilang...ni maksutnya gimana...!!?? ,jaringan/sinyal kacau parah.. Kecewa ngisi pketan yg VIP,.jringan/siyal kacau.. 96% parah",1,1,1,-1,
firmann tegar,1,2021-12-02 17:25:00,"Tiap hari jumping melulu nih sinyal, bikin orang stres aja, mood yg awalnya baik baik aja eh di kasih jumping udh kaya orang stres, macam bot aja sih gerai si gitu gedenya ga bisa memberikan kenyamanan consumer ðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘Ž, Jangan mau pake xl akhir akhir ini percuma beli kuota gede gede sinyalnya udh kaya edge!!!!!!",1,1,1,-1,
Azahra Salsabila,1,2021-12-02 15:20:00,"Saya kan dapat paket unlimited ig, fb, dan viu. Yang saya heran, kenapa ngak bisa dipake yang buat kuota viunya? Udh di restart, udh di hidup matiin juga, tapi ttp ngk bisa. Kalau ngak niat ngasih unlimited, jangan di kasih dong.",1,1,1,-1,
Fariel Gandi,1,2021-12-02 14:35:00,"Saya sudah lama menjadi pengguna XL yang loyal, tapi tidak pernah mendapatkan diskonan yang sangat besar.berbeda dengan para pengguna XL baru,mereka berkali-kali mendapatkan diskonan yg besar Ni maksud XL kont- gimana?!",1,1,1,-1,
Martin Winartta,1,2021-12-02 14:03:00,Sangat kecewa sama xl .. Tiap buat game selalu jaringan ilang .. Terus kalo di tempatÂ² tertentu sinyal merah kuning ... Di sabarÂ²in malah gini terus terlalu menyepelekan pelangan !!!!!!!!,1,1,1,-1,
Anugrah Tenrigangka,1,2021-12-02 13:32:00,Saya sudah kecewa dengan XL sya kira kartu 3 atau telkomsel boros ternyata XL lebih parah nyedot kuota padahal gue cuman main game doang dan wa gk pernah ntn streaming yutub dll tp dlm 1 hari dia makan 4GB aplikasi cuman sedikit ... Dr sini gue udh gk mau lg make XL kartu penyedot aja ... Mohon diperbaiki cara hemat kuotanya ini sdh parah parah parah bahkan temen saya pun ngeluh kek saya,1,1,1,-1,
S-1 XLI LTT P INDRA WIJAYANTO,1,2021-12-02 12:59:00,"isi pulsa 100rb dapat sms gratis kuota unlmted 3 hari ,stlah itu saya ok ,(sy tunggu 3 hari baru beli paket biasa) ,ternyata kuota gratis tidak terpakai ,malah pulsa 100rb hangus untuk kuota biasa ,sungguh PROMO jebakan",1,1,1,-1,
Meliana Inggrid,1,2021-12-02 11:18:00,"Gimana sih makin kesini sinyal tambah buruk banget, buat telponan wa putus"", apalagi buat vidcall susah jaringan buruk . Buat buka aplikasi jg lemot,.xl g spt dulu ,ayolah diperbaiki",1,1,1,-1,
Free Spirit,1,2021-12-02 11:13:00,Sudah uninstal dan instal 5 kali.. namun tetep tidak bisa dibuka.. sudah cek semua aplikasi terinstal juga.. dari aplikasi bawaan samsung.. sampai aplikasi non bawaan.. kecuali my xl.. semua normal.,3,3,3,0,
Mas Bana,1,2021-12-01 8:24:00,Jaringan nya parah banget. Makin lama makin Lemot aja. buat game aja GK bsa ngelag trus. Nyerap kuota internet nya boros bnget tpi jaringan nya lemot GK sesuai. Jaringan lemot bukannya bikin kuota lebih hemat mlah bikin boros.,1,1,1,-1,
Aulia Nur,1,2021-12-01 8:16:00,"Sinyalnya sekarang super lemot. Padahal dulu super ngebut,kecewa sih. Btw bsk ganti provider,udh ga kuat sama lemotnya xl. Kirain bakal ada perbaikan,taunya makin jelek jaringannya.",1,1,1,-1,
Anisa Nurul Duha,4,2021-12-01 6:09:00,"Saran dong, sewaktu ga ada paket supaya bisa buka my xl, jadi mudah untuk mengaktifkan paket. Karna untuk buka my xl aja butuh paket. Kalau axis untuk buka my axis ga pake paket bisa kok, kenapa xl ga bisa, ditingkat kan lagi ya",3,3,3,0,
Sandi Saputra,5,2021-12-01 6:02:00,Apk nya !!!!!!!!!!!!!!!!!!!!!!!!!!Â¡!!!!!Â¡!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! bagus banget,2,2,2,1,
Abriawan Tinus,1,2021-12-01 3:24:00,"Jaringan hancur....Nda cocok di pakai main game,,, Sy yakin banyak komentar sm seperti saya,,!!!! Bru hujan rintik2 jaringan sudah lari kiri kanan nda jelas,,,pihak XL masa kalian tidak ada niat untuk jadi lebih baik lagi melihat komentar2 para pemakai XL yg mengeluh,,. Harus nya kalian harus lebih bagus lagi setelah melihat komentar2 yg tdk baik,,",1,1,1,-1,
Abhieza Raditya,1,2021-12-01 2:40:00,"Sinyal ngelag udah beberapa hari ngelag restart ponsel udah hp kakak,mama,bapak sama gak ada sinyal!!!!!!!!!!!!!! Di Bali penarungan kemarin pas keluar penarungan sinyal nya ada penuh lagi pas balik ke penarungan kosong sinyal nya !!!!!!!!!!! Tolong diperbaiki!!!!!!!!!!!!!!!!!!263+_-#(#!2!!2. Snw",1,1,1,-1,
Zgirlss,1,2021-12-01 1:32:00,"Jelas jelas saya punya kuota internet tapi kenapa pulsa saya masih kesedot sih? Xl ngeselin banget yaa, tolong ini kenapa pulsa saya kesedot waktu hidupin data padahal saya punya kuota.",3,3,3,0,
M Arief,1,2021-12-01 18:59:00,Buset dah....gak di pakai apa apa pulsa berkurang...padahal internet gak aktif...udah kesekian kalinya.....klo gak ada perubahan mendingan pindah aj....,1,1,1,-1,
Muhammad zaki,1,2021-12-01 16:53:00,"Kartu perdana yang paling buruk, boros kuota, Pulsa saya sering hilang. Sinyalpun jelek, gara_gara kartu xl anda yang katanya 4G tapi sinyal nya kualitas H+ trus. Saya sering kehilangan momen saat bermain game.",1,1,1,-1,
Njita Njie,2,2021-12-01 16:31:00,"Hi xl, knp setelah saya ambil layanan prioritas sinyal sangat lelet, kecepatan download hanya 72kbps kata nya prioritas, mending saya pakai paket biasa kalau gini.",3,3,3,0,
Luqman Wezt Tobat,1,2021-12-01 16:23:00,"Udah keburu beli HP harga mahal pas pertama pakai XL kok sinyalnya jelek banget ya, apakah emg XL seperti ini semua atau gmna, padahal posisi saya di tengah jantung ibukota, kalau di tempat plosok apa nggak mlh tmbah parah sinyalnya",1,1,1,-1,
Ericson S.P,3,2021-12-01 13:21:00,"Kenapa ya setiap saya beli pulsa, besoknya suka berkurang 2000 ribu. Contohnya saya malam beli pulsa 20000, blm dipake sama sekali Eh bsknya, saya cek pulsa di myXl, malah jadi 18000?!!!!???",3,3,3,0,
Mr ABING,1,2021-12-01 11:48:00,"Jujur aneh bet xl kuota nya naek mulu tiap bulan ,kalo nomer gw ga tercantum semua account gw udah ganti sumpah .tolong ye buat xl kalo harga di apk xl tuh harus sama kek di konter ,biar kalo gw top up bisa dari rumah. Nyesel sumpah nyesellll",1,1,1,-1,
Al Khoerul,1,2021-12-01 10:46:00,Knp sih gw kalo baru masuk my xl keluar sendiri mulu padahal dh hampir unistall download hampir 10x gmn sih???? My Xl gk kaya dulu lagi tolong dong bantu Kalu bisa saya kasi bintang 5,3,3,3,0,
Yusri Mahesa,5,2021-11-30 5:22:00,"Tolong pihak XL untuk sinyal mohon di benarkan, setiap saya streaming/main game selalu ngelag,entah itu pagi siang atau pun malam tolong di perbaiki ya ðŸ™",3,3,3,0,
Fadil Fadilah,1,2021-11-30 5:13:00,"Parah beli paketan xtra xombo mini., Dua kali sehari gada yang masuk., Di live chat di puter puter doang sama cs nya., padahal ada bukti foto pembelian. Bangke xl.",1,1,1,-1,
lutfi akbar maulana,1,2021-11-30 19:32:00,"Kalo musim hujan sering terjadi gangguan,hilang sinyal, nah pas setiap lagi hilang sinyal saya menghubungi myxlCare terus di cek katanya tidak ada masalah, padahal sinyalnya hilang dan di sekitar saya juga semuanya yang menggunakan xl sinyalnya juga hilang semua. Sebenarnya di daerah saya untuk kecepatannya udah bagus bgt, tapi sayang sering bagt terjadinya gangguan, apalagi kalo musim hujan, gangguan pernah sampe 2 hari",3,3,3,0,
AGUS SARIPUDIN,5,2021-11-30 17:32:00,"kenapa kalau kuota utama habis tidak bisa memakai kuota bonus ML nya ya. walpun ada kuota bonus tpi tidak bisa di pakai sama saja bo'ong min. Tolong lebih di tingkatkan lagi,. terimakasih.",2,2,2,1,
wahyu eka setyawati,1,2021-11-30 17:24:00,"Sinyal suka ilang tiba"". Semakin lemot, buka my XL ya ampun susah bgt. Mw beli kuota susah, banyak kendala. Tolong dong diperbaiki, sudh banyak yg make jgn malah nurunin kualitas.",1,1,1,-1,
Muslim Nyonk,1,2021-11-30 14:01:00,"Jaringan apaan ini main game aja lemotnya bukan main,males sy makenya gak ada gunanya bikin emosi saja. Yg bilang jaringan xl bagus harus periksa di rumah sakit jiwa aja dehhh...sialan tuhh tukang conter nawarin kartu katanya bagus jaringan kuat giliran di pake lemot banget bagaikan kura2 lomba lari ama siput",1,1,1,-1,
andre Wibisono,1,2021-11-30 12:16:00,Saya 2 kali beli kartu paketan xl unlimited. 2x di kecewakan Yg pertama data saya di salah gunakan sama pinjaman online Yg kedua nomornya sudah pernah di pakai org sehingga saya beli kartu baru tapi dapatnya kartu paketan bekas,1,1,1,-1,
Nadita Masayu A.M,2,2021-11-30 12:07:00,"Ini lagi eror atau gimana? W scan voucher di myxl kaga bisa , muncul ""nomor voucher tidak terdaftar "" , udah 2 kali kayak gini Padahal dulu ok ok aja , tolong di respon",3,3,3,0,
Irkham,5,2021-11-29 8:46:00,puas kalau paket akrabnya bisa di tambah menjadi 8 anggota dan di adakan paket unlimited 30 hari tanpa batas kecepatan khusus nomer-nomer saya ya dan jaringannya di perbaiki lagi agar nomer-nomer saya dapat membawa kecepatan yang maksimal tanpa batas,2,2,2,1,
Kevin Daved,1,2021-11-29 5:10:00,"Xl ga jelas. Isi pulsa 25rb ke potong 10rb , kan gilaaaa.. Kapok pake XL udh berapa kali kaya gtu. Jaringan juga lemot bngt sinyal ilang""an. Rugiii!!",1,1,1,-1,
Chun Wt,4,2021-11-29 19:37:00,"kenapa akhir akhir ini xl sering lost signal? tlf WA jadi sering menghubungkan ulang, mau main game juga koneksi jadi buruk...mohon untuk perbaikannya demi kenyamanan pelanggan",3,3,3,0,
Melly Elsiana,4,2021-11-29 16:53:00,"Gimana sih payah banget. Setelah di update malah gabisa login. Disuruh masukin nomor XLnya setelah dimasukin malah katanya nomor yang anda masukan bukan nomor XL prabayar. Apanya yang salah?? Nomor udah bener, dicoba berkali-kali tetep gabisa. Payah banget! Punya kartu XL 2 dicoba login pake nomor keduanya hasilnya sama. Tolong ya diubah fiturnya, lebih baik yang fitur sebelumnya yg sebelum diupdate, mudah, gampang, ini gajelas banget, tolong diperbaiki!.",1,1,1,-1,
Antonius Aldo,2,2021-11-29 15:06:00,"Mengapa sinyal di rumah saya sangat jelek? Hanya 2 batang saja,tetapi saat saya jalan satu meter saja dari rumah,sinyal kuat?? Tolong di benarkan,ini sangat menggangu seakan deskriminasi padahal saya pengguna setia XL,dari awal selalu pakai XL, sudah 2x ganti kartu tapi masalahnya tetap sama.",1,1,1,-1,
Sagara Sandyakalla,1,2021-11-29 12:10:00,Bonus kuota tidak pernah bisa diambil. Selalu ada masalah dan notifikasi silahkan coba beberapa saat lagi. Sangat mengganggu. Saya akan berhenti menggunakan XL. Terima kasih,1,1,1,-1,
Real De Cynthia,1,2021-11-29 11:26:00,"Maaf nurunin bintangnya, pulsa kesedot 50rb padahal kuota masi 3GB. Jaringan busuk banget. Sekalinya dapet WiFi di kantor, langsung ngehubungi Maya tapi kaya ngomong sama bot. Soo saaaad, apa gua ganti aja yaaaak. Make XL kayak tutorial nyusahin diri sendiri. ðŸ˜­ Ntar klo udah bagus, ku ubah bintangnya",3,3,3,0,
Haris Fadil,1,2021-11-29 10:09:00,"Bela2in ngisi paket data demi bonus,, eh malah gak ada kejelasan, mau nanya di live chat susah nyambung, nanya di fb malah di jawab sama robot, yaudah di post di sini aja agar orang lain tau kalau layanan xl itu payah..ðŸ‘Ž",1,1,1,-1,
ALLARIC LIKO TAMRIN,1,2021-11-28 8:02:00,"Maaf ni sebelumnya katanya XL prioriras tapi sinyalnya kok buriq ya? Bukan kalau XL PRIOPRITAS sinyalnya bagus? Niat kerja ga sih? Memberi orang sinyal yang buruk orang beli paket mahal"" tapi paketnya tidak bisa dipakai untuk ngegame dan tiktokan kalau ga bisa memberi sinyal bagus hapus aja aplikasi ini ga guna ada di playstore, cuman bikin malu playstore adanya bagus ni apk di hapus musnahkan dari playstore ga perlu",1,1,1,-1,
amy bhudy prasetya,1,2021-11-28 7:51:00,"Habis beli kuota di My XL lewat Shopee pay, dari semalam sedang diproses. Tiba2 hari ini riwayat nya menghilang, kuota tak kunjung menambah.. Pembayaran d Shopee pay berhasil saldo berkurang drastis. Gimana kelanjutannya ????",1,1,1,-1,
Pulung Sutrisno,4,2021-11-28 6:21:00,seneng ada diskon pembelian paket...semoga tetep ada diskon ...jadi tidak pindah ke provider lain yang mungkin menawarkan harga paket yang lebih murah dengan jangkauan internet yang jauh lebih baik..ðŸ‘ðŸ‘ðŸ™,2,2,2,1,
Firdaus Margo,2,2021-11-28 4:55:00,"Gua pakek ni apk lancar lancar aj, gak ad kendala. Cuman ya gitu, sinyal semakin jelek. Udah itu aj kendala saya, udah lama aku pakek XL. Baru terasa sinyal kurang memuaskan",3,3,3,0,
Bang AO,2,2021-11-28 4:51:00,GAJELASSSSS!!!!!!!!!! jaringan mantengggg.. buka apk ini tetep aja ga ada jaringan udh uninstall apalah segala macem tetep aja buang2 waktu,1,1,1,-1,
Wahyu Gesti Rama,4,2021-11-28 4:03:00,"Hi XL. Napa nmr baruku gk bisa login ya? Slalu notif "" maaf sedang ada gangguan....."" padahal nmrku yg lama bisa login, trus gimana nih jika mau liat pulsa/kuota via apl myxl?? Tetep gk bisa login. Kemarin asus, skrg oppo, waduh....cemana nak cek kuota??",1,1,1,-1,
yulia purnamasari,5,2021-11-28 3:38:00,"dari dulu emg paling recommended pake kartu ini, soalny signal full di lingkungan saya. maklum anak rumahan. walaupun kadang pilihan paketnya mahal juga ttep balik lagi ke kartu ini.",2,2,2,1,
Lutfi Arbha Hidayat,5,2021-11-28 2:01:00,"Semuanya lancar dan aman, hanya saat hujan tiba, biasanya langsung lemot, kadang memang tidak bisa buka aplikasi untuk cek kuota. Kadang saat pagi sekira jam 5-6 tiba2 sinyal hilang kemudian muncul lagi dengan sinyal H+ beberapa menit kemudian normal lagi ke 4G+. Paket data juga paling irit daripada operator lain",2,2,2,1,
Angga Praditya,3,2021-11-28 22:19:00,"Saran dari saya untuk XL seharusnya lebih memperhatikan pengguna XL yang sudah lama seperti saya, diberi bonus atau harga kuota yg murah, lebih dari 10 tahun nomer ini nggak saya ganti",3,3,3,0,
alia miranti,1,2021-11-28 13:48:00,"duhh, ini kenapa sih? kuota YouTube masih banyak, tapi ga bisa dipakai. buka YouTube cuma bisa buka komentarnya doang, videonya ga bisa cuma muter-muter doang. tolong dong diperbaiki kesalahan kesalahan di aplikasi nya. mengcapeeeðŸ˜¤",1,1,1,-1,
Asep Dani,1,2021-11-28 13:11:00,"Dulu xl dapat dijangkau dgn baik, Jaringannya di daerah2. sekarang internet tak bagus, kadang blank tidak ada bar sinyal satupun muncul di hp. Lebih2 setelah ada penataan jaringan 3G di off kan. Di ganti 4G, itu pun sering gangguan jadi error, Habis batre krn cari sinyal. Sudah kuota mahal, internetan gak bisa pula. Yang bagus hanya jaringan buat dikota2 saja.",1,1,1,-1,
